lemma,pos,synonyms,hypernyms
bullheadedness,NN,bullheadedness|obstinacy|obstinance|pigheadedness|self-will|stubbornness,resoluteness|firmness|firmness of purpose|resolve|resolution
caiman,NN,caiman|cayman,crocodilian reptile|crocodilian
calliper,NN,caliper|calliper,measuring instrument|measuring system|measuring device
cannily,RB,cannily|presciently,NA
cannon,VB,cannon,hit|discharge|muster out
caustically,RB,caustically|vitriolically,NA
centreboard,NN,centerboard|centreboard|drop keel|sliding keel,fin keel
chirrup,NN,chirrup|twitter,sound
chirrup,VB,cheep|chirp|chirrup|peep,utter|emit|let out|let loose
clarinettist,NN,clarinetist|clarinettist,musician|instrumentalist|player
cloddish,JJ,cloddish|doltish,NA
cocotte,NN,bawd|cocotte|cyprian|fancy woman|harlot|lady of pleasure|prostitute|sporting lady|tart|whore|woman of the street|working girl,woman|adult female|casserole
confrere,NN,colleague|confrere|fellow,associate
conker,NN,buckeye|conker|horse chestnut,seed
COOKFIRE,NN,cookfire,fire
coreligionist,NN,coreligionist,religious person
corrigenda,NN,corrigenda,list|listing
cosmopolite,NN,cosmopolitan|cosmopolite,sophisticate|man of the world
cravenness,NN,cravenness,cowardice|cowardliness
crispiness,NN,brittleness|crispiness|crispness,breakableness
culpably,RB,culpably|reprehensibly,NA
dacoit,NN,dacoit|dakoit,thief|stealer
dacoity,NN,dacoity|dakoity,robbery
decorously,RB,decorously,NA
defectively,RB,defectively,NA
dekko,NN,dekko,look|looking|looking at
descry,VB,descry|espy|spot|spy,spy|sight
designedly,RB,advisedly|by choice|by design|deliberately|designedly|intentionally|on purpose|purposely,NA
diagrammatical,JJ,diagrammatic|diagrammatical,NA
dictaphone,NN,Dictaphone,tape recorder|tape machine
distastefully,RB,disgustingly|distastefully|revoltingly|sickeningly,NA
doggedness,NN,doggedness|perseverance|persistence|persistency|pertinacity|tenaciousness|tenacity,determination|purpose
dogtooth,NN,canine|canine tooth|cuspid|dog's-tooth violet|dogtooth|dogtooth violet|eye tooth|eyetooth,liliaceous plant|tooth|architectural ornament
dreadfulness,NN,awfulness|dreadfulness|horridness|terribleness,unpleasantness
duodecimal,JJ,duodecimal,NA
earmark,NN,earmark|hallmark|stylemark|trademark,marker|marking|mark|characteristic
educe,VB,derive|draw out|educe|elicit|evoke|extract,interpret|construe|see|make|create
escapologist,NN,escape expert|escapologist,magician|prestidigitator|conjurer|conjuror|illusionist
expatiate,VB,dilate|elaborate|enlarge|expand|expatiate|exposit|expound|flesh out|lucubrate,clarify|clear up|elucidate
extempore,RB,extemporaneously|extemporarily|extempore,NA
fancifully,RB,fancifully|whimsically,NA
festoon,NN,festoon|festoonery,curtain|drape|drapery|mantle|pall|embellishment|flower chain
fewness,NN,fewness,number|figure
fissure,VB,fissure,crack
flagellant,NN,flagellant,masochist|penitent
flagellate,NN,flagellate|flagellate protozoan|flagellated protozoan|mastigophoran|mastigophore,protozoan|protozoon
flannelette,NN,flannelette,fabric|cloth|material|textile
flibbertigibbet,NN,flibbertigibbet|foolish woman,fool|sap|saphead|muggins|tomfool
flounce,NN,flounce|frill|furbelow|ruffle,adornment|gait
foolhardiness,NN,foolhardiness|rashness|recklessness,unthoughtfulness|thoughtlessness
frostily,RB,frigidly|frostily,NA
fuddle,VB,bedevil|befuddle|booze|confound|confuse|discombobulate|drink|fox|fuddle|throw,intoxicate|soak|inebriate|consume|ingest|take in|take|have|be
gauntness,NN,boniness|bonyness|emaciation|gauntness|maceration,leanness|thinness|spareness
gawp,VB,gape|gawk|gawp|goggle,look
ghastliness,NN,ghastliness|grimness|gruesomeness|luridness,frightfulness
gibe,VB,agree|barrack|check|correspond|fit|flout|gibe|jeer|jibe|match|scoff|tally,equal|be|tease|razz|rag|cod|tantalize|tantalise|bait|taunt|twit|rally|ride
grandness,NN,brilliance|enormousness|grandeur|grandness|greatness|immenseness|immensity|importance|impressiveness|magnificence|richness|sizeableness|splendor|splendour|vastness|wideness,standing|largeness|bigness|elegance|excellence
GRANULOCYTIC,JJ,granulocytic,NA
graphology,NN,graphology,discipline|subject|subject area|subject field|field|field of study|study|bailiwick
gregariously,RB,gregariously|sociably,NA
Grenadian,JJ,Grenadian,NA
Grenadian,NN,Grenadian,West Indian
groundsheet,NN,ground cloth|groundsheet,piece of cloth|piece of material
gutturally,RB,gutturally,NA
haberdasher,NN,clothier|haberdasher,merchant|merchandiser
hagiography,NN,hagiography,biography|life|life story|life history
HEBEPHRENIC,JJ,hebephrenic,NA
highbrow,NN,highbrow,intellectual|intellect
horseflesh,NN,horseflesh|horsemeat,meat
humpbacked,JJ,crookback|crookbacked|gibbous|humpbacked|humped|hunchbacked|kyphotic,NA
identikit,NN,Identikit|Identikit picture,likeness|semblance
